Error,TV_B1,TV_F0,TV_HAF_1,TV_HAF_2,TV_HAF_3,TV_HAF_4,TV_HAF_5,TV_HAF_6,TV_HAF_7,TV_HAF_8,TV_HAF_9,TV_HAF_10,TV_HAF_11,TV_HAF_12,TV_HAF_13,TV_HAF_14,TV_HAF_15,TV_HAF_16,TV_HAF_17,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,Type,Database
0.67727996136234,0.000200506635757652,1.40603354284166e-06,11.8635383449422,24.5037606435585,45.5265197065799,294.782612334024,41.1738902155722,29.9237800095934,40.2929518230876,35.2329465286315,22.1591016149627,19.2432356639089,31.3365071910012,46.5445579631865,44.8158016208044,14.168994582631,55.905996848134,25.5101695182408,209.921732526166,0.421786187441566,0.231399264200294,0.135240693645335,0.109506586038625,0.0195850520664801,0.171672522581617,0.225629810554058,0.206040659512768,0.0870465871887529,0.122268021268063,0.158266302470202,0.0731607840802441,0.124682654970484,0.050684846058354,0.0167167181902326,0.0165709442110668,0.0393183538338157,0.00154735717609348,3,Meei
0.113500238890465,2.91886170676226e-05,3.17384857358598e-07,0.589975899898009,0.878112729373235,0.429811832013776,1.3038715467176,3.22251287566656,2.23108130883729,3.15631449797683,2.46876092006969,6.30327275740169,3.75891977729971,2.68346993236066,6.02764664644744,11.3905881371199,106.859653047644,14.3288335639307,11.9995663058535,8.37946005993917,0.448972655379085,0.461019927607759,0.64368224445302,0.659667494581997,0.367190965165487,0.361196924316662,0.172155638801977,0.0500939841269849,0.0247504098489134,0.00781430401634758,0.0129302462243379,0.0120569502283779,0.00391963308677004,0.00139932924233446,0.000273324597289152,0.00755542898287393,0.0112950285177181,0.0147382374258434,2,Meei
0.148980111327319,5.62154882117296e-05,4.36008609593347e-07,1.03101882266987,1.88944663610329,2.02160083468227,3.22636487515843,1.96521145971758,2.57940112031743,5.05439808444024,2.92381978999142,5.58406392994871,9.18010293299929,5.45751419815698,6.07510764460384,5.99946711757778,30.9159604084245,13.0726025699471,13.6900221570202,44.3947679801788,0.447788215346903,0.387104943962944,0.432318794653305,0.847288029580751,0.295662534848131,0.284172298577554,0.219906869920253,0.0271023264126818,0.0447107831049457,0.0140318559233604,0.00515657736568292,0.0135673603718275,0.0219979719218901,0.0283787873565894,0.00264770263731695,0.00228834404404124,0.00363123483514285,0.00167504157893793,2,Meei
0.218364427385419,5.19953357351734e-05,4.11257576374249e-07,0.694503432153531,2.03233595521065,1.79083526223693,2.83083454266985,2.86085855815782,30.6311969156985,3.89030406458056,10.9142299865945,4.31488269543842,11.2528878641755,5.61542210061386,6.64832257261291,6.8292559706704,14.2551207744077,7.72812122571566,13.2528192442666,9.45460060394135,0.400728926942889,0.859610587602912,0.319853278961593,0.691833354811229,0.592140718375309,0.341693890277155,0.0206290758462663,0.148327834794037,0.103584147315759,0.0839311720293058,0.00975985021620855,0.0180854064493799,0.00762115647309304,0.00952384490930916,0.00415155675214561,0.00919502154441591,0.00687963965254565,0.0111572886460126,2,Meei
0.234058070655821,4.55613862500536e-05,3.54276716691491e-07,0.747151571099637,2.2266518266702,3.36868031611669,5.00515683363137,6.59516657661706,3.77217145928052,5.8853582267764,5.19653921390692,5.16915010388984,6.7404104799904,8.71785706235382,6.59595027086645,9.66059644145916,6.77481597397863,28.4830018832431,64.4578276849698,212.341782308878,0.515601949793501,0.252016808248408,0.424396248689062,0.495741359754404,0.169688389698094,0.0976917817577368,0.0285315536196876,0.00963212262464564,0.00781959231424514,0.00595007189418112,0.00528666265799476,0.00419331202890115,0.0182252032562404,0.00593709245818369,0.00452294284192608,0.00195060095363639,0.000255698583244203,5.94128978633449e-05,1,Meei
0.0951712926358765,1.9605416190027e-05,3.08215680583193e-07,0.21589469914172,0.741074871665842,0.471967782541218,0.626825569748784,1.36269875520066,1.3726187275325,1.22673726311864,1.1195480380377,1.48026390097174,29.6287269015099,2.01238786003262,2.2995701555246,2.1537848514133,1.93296546527486,1.31236126622724,3.64816331290976,2.52374144941866,0.310222239170655,0.724710407447014,0.366294098136973,1.00505885129768,1.35168104859831,0.339294074268203,0.286821508407471,0.390177612845216,0.321402418339092,0.101972753867784,0.00287876754956208,0.0384548013362506,0.0343078745315704,0.0422575574592758,0.0622671525876101,0.118911950134668,0.0267366199945866,0.0323062748098572,1,Meei
0.124939590580056,5.94200290914499e-05,3.64737685329209e-07,0.814644361255249,1.89348738514548,4.20286256718209,5.2999179589619,6.22182012414663,8.70795338842299,5.17266153920064,5.22971421380138,5.25490404012321,11.6256063643012,15.7118675639073,22.0751189182227,23.3420948288542,25.3812039059048,24.9733983631993,23.7198878728343,307.289713001209,0.569836770276582,0.324130561716167,0.24368800936221,0.469558691655638,0.244263256916559,0.0427254874946251,0.0453418901024258,0.0840245976321278,0.0146769842125094,0.0136106267523594,0.00748780702711132,0.00162213699858944,0.000651064912852245,0.000783445194886491,0.00171727790412596,0.00414087181037991,0.000936245564452205,7.20887312148088e-05,2,Meei
0.0954082931075092,1.43615197269463e-05,3.2217779022273e-07,0.225289853513264,0.331385933846645,0.548298754323816,0.346333669957658,0.357435906985327,1.39148256301133,0.977319572976933,0.649270210187286,2.70793888074359,1.64211233548215,1.53724076110726,3.28001054295079,1.19132008399414,2.57140261989839,3.24245190977452,3.28495003525523,1.82949013659686,0.149036056033119,0.756104046466403,0.632358310561966,1.118488082301,3.40256605476391,2.07836072735554,0.682852291240129,0.549733968709523,1.32786778069146,0.237711262321223,0.120266842279962,0.0655972740575991,0.0321095513499168,0.0338379980162109,0.0262462930748382,0.0161810551364774,0.0200467235706196,0.0251114281556546,1,Meei
0.0660872653209922,1.76964935927818e-05,2.76737635064317e-07,0.634248554088509,0.740909460221519,1.17166456149271,1.3833768481962,1.00192572388326,2.10327042420718,1.68966171535653,6.51502916777495,3.39041387945103,4.80646318316284,23.4734138150028,6.25501190156479,5.94574084313263,236.006737921463,8.81882845504199,3.74182605795531,6.97657053614028,0.563639140520857,0.40108346904016,0.523792700042555,0.288250597264277,0.152112835625944,0.03376076193553,0.0279762100632154,0.0109411695508575,0.00442143223279786,0.00511529312579974,0.00275418507052746,0.00064023697983141,0.00355911715501101,0.010525570966516,8.50989216780319e-05,0.00209182920202189,0.00701759494751269,0.00879157585403637,1,Meei
0.279257988421125,2.31307729899446e-05,2.66607228724833e-07,0.441920456101645,0.532663735059945,1.03954927271496,1.37368702488883,2.76943985535661,3.58819309883595,4.40199275154337,6.90814625486629,8.46053380075527,9.85818028946303,9.63892103062726,6.52446062606255,9.05859656312833,10.2927378753615,21.26596573126,8.79627984783365,5.82726792204241,0.431550176621973,0.625858824438666,0.425779474542009,0.580403389132894,0.604119407726275,0.392113973751735,0.152121530212806,0.126566635599362,0.0681991765932489,0.0424608737062349,0.0164925390993997,0.011799856525032,0.00663018782858874,0.00587851404116018,0.0110211132547228,0.0114708658672117,0.017537292306017,0.00754422154337373,2,Meei
